,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,NoRidge,NridgHt,VinylSd,VinylSd.1,Stone.2,PConc
803,9,2008,2009,424,5,5,4,1,0,1734,5,1734,1088,2822,3,5,12,1,4,3,2,3,1020,52,170,0,1,1,1,1,1
804,5,1954,1954,0,3,3,1,2,812,936,3,1128,0,1128,1,3,5,0,0,5,1,1,286,0,0,0,0,0,0,0,0
805,7,2008,2008,256,4,4,1,1,0,1417,5,1428,0,1428,2,5,6,0,0,5,2,2,554,0,60,0,0,1,1,1,1
806,5,1967,1967,0,3,3,3,5,400,980,4,980,0,980,2,3,6,0,0,5,3,1,384,68,0,0,0,1,1,0,1
807,5,1923,2004,0,3,3,4,6,1309,1324,5,1072,504,1576,1,4,6,1,3,5,2,2,528,0,312,0,0,0,0,0,0
808,5,1966,1966,1047,3,3,3,5,516,1024,3,1086,0,1086,1,3,6,1,4,5,2,2,484,0,0,0,0,1,1,0,0
809,5,1898,1965,0,3,3,1,1,0,849,3,1075,1063,2138,2,3,11,0,0,1,1,2,360,40,156,0,0,0,0,0,1
810,6,1974,1999,99,3,3,1,5,663,1040,2,1309,0,1309,1,4,5,1,2,5,2,2,484,265,0,0,0,0,0,0,0
811,6,2004,2004,169,4,4,4,6,662,848,5,848,0,848,1,4,4,1,4,5,3,2,420,140,0,0,0,1,1,0,1
812,5,1952,1952,0,2,3,3,1,0,540,3,1044,0,1044,1,2,4,0,0,4,1,2,504,0,0,0,0,0,0,0,0
813,6,1958,1958,243,3,3,1,3,608,1442,4,1442,0,1442,1,3,7,0,0,5,2,1,301,0,0,0,0,0,0,0,0
814,5,1918,1950,0,3,3,1,1,0,686,4,686,564,1250,1,2,7,0,0,1,1,1,280,207,0,0,0,0,0,0,0
815,7,1998,1998,442,3,4,1,1,0,1649,5,1661,0,1661,2,4,6,0,0,5,2,2,598,0,34,0,0,1,1,0,1
816,5,1954,1954,0,3,3,1,4,486,1008,4,1008,0,1008,1,3,4,1,4,5,2,1,275,0,0,0,0,0,0,0,0
817,8,2002,2002,148,4,4,1,6,1218,1568,5,1689,0,1689,2,4,7,2,4,5,2,3,857,150,59,0,0,0,0,0,1
818,6,1971,1971,80,3,3,3,6,504,1010,4,1052,0,1052,1,3,6,0,0,5,1,2,440,0,0,0,0,0,0,0,0
819,7,2009,2010,128,4,4,2,6,733,1358,5,1358,0,1358,2,4,6,1,4,5,2,2,484,192,35,0,1,1,1,1,1
820,7,2003,2003,0,4,4,1,1,0,798,5,798,842,1640,2,4,6,0,0,5,2,2,595,0,45,0,0,1,1,0,1
821,4,1953,1953,0,2,2,1,1,0,936,3,936,0,936,1,3,4,0,0,1,1,2,576,0,32,0,0,0,0,0,0
822,7,2003,2003,0,4,4,4,1,0,847,5,847,886,1733,2,4,7,1,4,3,3,2,433,100,48,0,0,1,1,0,1
823,6,1940,1950,0,3,3,1,1,0,778,3,944,545,1489,2,3,7,1,4,1,1,1,240,335,0,0,0,1,1,0,0
824,8,2006,2006,0,4,4,1,1,0,1489,5,1489,0,1489,2,4,7,1,4,5,2,2,776,0,140,0,0,1,1,0,1
825,10,2007,2008,816,5,5,3,6,1636,2078,5,2084,0,2084,2,5,7,1,4,5,3,3,1220,188,45,0,1,0,0,0,1
826,5,1924,1950,0,3,3,1,5,784,784,4,784,0,784,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,7,2001,2001,0,4,4,1,6,20,1454,5,1434,0,1434,2,4,6,1,3,5,2,2,527,290,39,0,0,1,1,0,1
828,5,1967,1967,0,3,3,4,2,249,1013,3,1160,966,2126,2,3,7,0,0,5,3,2,538,486,0,0,0,0,0,0,1
829,7,2005,2005,0,4,4,1,1,0,600,5,520,623,1223,2,4,4,0,0,1,2,2,480,0,166,0,0,0,0,0,1
830,6,1957,1957,387,3,3,1,3,1040,1392,3,1392,0,1392,1,3,6,2,4,5,2,2,458,0,0,0,0,0,0,0,0
831,7,2005,2005,0,3,4,1,1,0,600,5,520,600,1200,2,4,4,0,0,1,2,2,480,0,166,0,0,0,0,0,1
832,7,2003,2003,223,4,4,1,6,483,941,5,941,888,1829,2,4,7,1,3,5,2,2,613,192,39,0,0,1,1,0,1
833,6,1964,1964,180,3,3,1,3,196,1516,3,1516,0,1516,1,3,6,0,0,5,2,2,472,0,0,0,0,0,0,0,0
834,5,1961,1961,136,3,3,1,3,572,1144,4,1144,0,1144,1,3,6,0,0,5,1,2,456,0,0,0,0,1,1,0,0
835,4,1950,1995,0,3,4,1,4,442,1067,3,1067,0,1067,2,4,4,0,0,5,1,2,436,290,0,0,0,1,0,0,0
836,5,1948,1973,0,3,3,1,3,338,1559,4,1559,0,1559,1,3,5,0,0,1,1,2,812,0,116,0,0,1,1,0,0
837,6,1973,1973,158,3,3,1,4,330,483,3,483,504,987,1,3,5,0,0,1,1,1,264,0,0,0,0,0,0,0,0
838,5,1995,2006,0,3,4,1,1,0,1099,5,1099,0,1099,1,4,6,0,0,5,1,1,352,278,0,0,0,1,1,0,1
839,5,1946,1995,0,3,3,1,4,352,768,5,768,432,1200,1,3,6,0,0,1,1,1,240,0,0,0,0,0,0,0,0
840,6,1925,1950,0,3,3,1,4,156,672,3,810,672,1482,2,2,7,0,0,1,1,1,400,0,0,0,0,0,0,0,0
841,5,1904,2002,0,3,3,1,1,0,650,4,958,581,1539,2,4,8,1,1,1,1,2,686,70,78,0,0,0,0,0,1
842,6,1966,1966,183,3,3,4,3,312,1127,3,1165,0,1165,1,3,6,0,0,5,2,2,490,0,129,0,0,0,0,0,0
843,5,1961,1961,0,3,3,1,1,0,1800,5,1800,0,1800,2,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,5,1915,1950,0,3,3,2,1,0,876,4,876,540,1416,1,3,7,1,4,1,1,3,720,418,0,0,0,0,0,0,0
845,5,1975,1981,0,3,4,4,5,1390,1390,3,1701,0,1701,2,3,6,2,3,4,3,2,611,0,0,0,0,0,0,0,0
846,7,1993,1993,137,4,4,1,5,513,740,5,1006,769,1775,2,4,7,1,3,5,1,2,425,234,72,0,0,0,0,0,1
847,5,1972,1972,0,3,3,3,4,460,864,5,864,0,864,1,3,5,1,2,5,1,1,338,0,0,0,0,0,0,0,0
848,6,1908,1997,0,3,3,1,1,0,907,3,1307,1051,2358,3,3,10,1,4,1,1,2,360,486,40,0,0,0,0,0,0
849,6,1976,1994,360,4,3,1,1,0,528,5,1094,761,1855,2,3,7,1,3,5,2,2,512,113,100,0,0,0,0,0,0
850,6,2003,2003,170,4,4,3,6,659,848,5,848,0,848,1,4,3,0,0,5,3,2,420,140,0,0,0,1,1,0,1
851,8,2003,2003,40,4,4,4,1,0,1273,5,1456,0,1456,2,4,7,1,3,5,3,2,400,143,20,0,0,1,1,0,1
852,7,1941,1950,0,3,3,1,3,364,918,4,918,728,1646,2,3,7,2,4,1,1,1,240,0,0,0,0,0,0,0,0
853,6,1964,1964,115,3,3,4,3,564,1127,3,1445,0,1445,1,3,7,1,2,5,2,2,645,180,0,0,0,0,0,0,0
854,5,1955,1974,0,3,3,2,5,306,1763,3,1779,0,1779,1,3,6,1,4,5,1,2,454,0,418,0,0,0,0,0,0
855,5,1962,2010,0,3,3,1,5,659,1040,5,1040,0,1040,1,3,6,0,0,1,1,1,260,0,104,0,0,0,0,0,0
856,6,1978,1978,0,3,4,4,6,505,940,3,1026,0,1026,1,3,5,0,0,1,1,2,576,0,0,0,0,0,0,0,0
857,6,1994,1995,0,3,4,1,1,0,702,4,702,779,1481,2,3,6,1,3,5,3,2,343,0,36,0,0,0,0,0,1
858,7,1976,1976,189,3,4,1,1,0,1090,3,1370,0,1370,2,3,6,1,3,5,2,2,479,0,0,0,0,0,0,0,0
859,6,1968,1984,220,3,3,2,4,619,1054,3,1512,1142,2654,2,4,9,1,4,5,1,2,619,0,65,0,0,0,0,0,0
860,7,1918,1998,0,4,3,1,1,0,912,4,912,514,1426,1,4,7,1,4,1,1,1,216,0,240,0,0,0,0,0,0
861,5,1965,1965,0,3,3,2,4,841,1039,5,1039,0,1039,1,3,6,0,0,5,1,2,504,0,0,0,0,0,0,0,1
862,6,1984,1985,0,3,4,1,6,338,1040,3,1097,0,1097,2,3,6,0,0,5,1,2,480,0,0,0,0,0,0,0,1
863,5,1959,1959,0,3,3,1,4,1148,1148,3,1148,0,1148,1,3,6,0,0,5,1,1,672,0,0,0,0,0,0,0,0
864,7,2007,2008,0,4,5,1,1,0,1372,5,1372,0,1372,2,4,6,0,0,5,3,2,529,0,140,0,0,1,1,0,1
865,5,1970,1970,76,3,3,1,4,828,1002,3,1002,0,1002,1,3,5,0,0,1,1,2,902,0,0,0,0,0,0,0,0
866,8,2006,2007,274,4,4,3,1,0,1638,5,1646,0,1646,2,4,6,1,4,5,2,3,870,192,80,0,0,1,1,1,1
867,4,1961,1961,0,3,3,1,5,932,1040,3,1120,0,1120,1,2,5,0,0,5,2,2,544,168,0,0,0,1,1,0,0
868,5,1948,1950,0,3,0,0,0,0,0,4,1547,720,2320,2,3,7,1,3,5,1,2,672,120,144,0,0,0,0,0,0
869,7,1993,1994,246,4,4,1,6,750,1050,5,1062,887,1949,2,4,8,1,3,5,3,2,574,156,90,0,0,0,0,0,1
870,5,1962,1962,0,3,3,1,1,0,894,4,894,0,894,1,3,5,0,0,1,1,1,308,0,0,0,0,0,0,0,0
871,6,1998,1998,116,3,4,1,6,505,804,5,804,878,1682,2,4,7,0,0,5,2,2,523,0,77,0,0,1,1,0,1
872,5,1953,1996,0,4,3,3,1,0,105,4,910,0,910,1,4,5,0,0,5,1,2,414,196,0,0,0,0,0,0,0
873,5,1949,1950,0,4,3,1,3,375,832,4,1036,0,1268,1,3,6,1,4,5,1,1,288,0,28,0,0,0,0,0,0
874,5,1941,1950,0,3,3,1,1,0,676,5,676,455,1131,1,3,5,0,0,1,1,1,200,26,0,0,0,0,0,0,0
875,8,2007,2007,0,4,4,3,6,64,1184,5,1184,1426,2610,2,5,11,1,4,3,3,2,550,208,364,0,0,0,0,0,1
876,4,1963,1963,0,3,3,4,5,633,1064,4,1040,0,1040,1,3,5,0,0,5,1,2,648,0,0,0,0,0,0,0,1
877,9,2004,2005,216,4,5,1,6,1170,1462,5,1462,762,2224,2,5,10,1,4,5,3,3,738,184,0,0,1,1,1,1,1
878,5,1961,1995,0,3,3,3,5,899,1109,3,1155,0,1155,1,4,6,0,0,1,1,2,576,192,0,0,0,0,0,0,0
879,5,1978,2005,90,4,3,1,5,646,864,5,864,0,864,1,3,6,0,0,5,1,1,336,0,0,0,0,1,1,0,0
880,5,2005,2006,0,3,5,1,5,980,1090,4,1090,0,1090,1,3,5,0,0,5,3,2,450,0,49,0,0,1,1,0,1
881,7,1990,1991,117,4,4,2,2,902,1156,5,1187,530,1717,2,4,7,1,3,5,2,2,400,168,36,0,0,0,0,0,0
882,6,1992,1993,0,3,4,1,1,0,808,4,808,785,1593,2,3,7,1,3,3,2,2,389,342,40,0,0,1,1,0,1
883,4,1912,1950,0,4,3,1,1,0,795,3,954,795,2230,1,3,10,0,0,1,1,1,440,0,188,0,0,0,0,0,1
884,5,1967,1967,60,3,3,1,4,432,892,3,892,0,892,1,3,5,0,0,5,2,1,288,0,0,0,0,0,0,0,0
885,9,1999,2000,60,4,5,3,6,1238,1698,5,1709,0,1709,2,4,5,1,3,5,3,2,506,97,65,0,0,0,0,0,1
886,5,1959,2005,122,3,3,1,2,528,1626,5,1712,0,1712,2,3,8,0,0,5,3,2,588,272,54,0,0,0,0,0,0
887,5,1955,1955,0,3,3,1,1,0,816,3,872,521,1393,1,3,8,0,0,5,1,1,300,121,0,0,0,0,0,0,1
888,8,1970,1970,0,4,3,4,5,351,2217,5,2217,0,2217,2,4,8,1,3,5,1,2,621,81,207,0,0,0,0,0,1
889,6,1953,1953,90,3,3,1,4,1024,1505,5,1505,0,1505,1,3,6,1,3,5,2,2,505,0,0,0,0,0,0,0,0
890,5,1949,2006,0,3,3,2,1,0,672,5,672,252,924,1,3,6,1,1,1,1,2,576,0,0,0,0,0,0,0,0
891,6,1978,1978,92,3,3,1,2,226,918,4,918,765,1683,2,3,7,1,3,5,2,2,440,243,0,0,0,0,0,0,0
892,6,1963,2003,0,3,3,1,6,663,1059,3,1068,0,1068,1,3,6,0,0,5,2,1,264,192,0,0,0,0,0,0,0
893,5,1954,1954,0,3,4,2,4,1064,1383,3,1383,0,1383,1,3,6,1,4,5,1,1,354,511,116,0,0,0,0,0,1
894,5,1979,1979,0,3,0,0,0,0,0,3,1535,0,1535,2,3,8,0,0,5,1,2,400,0,0,0,0,0,0,0,0
895,6,1963,1963,415,3,3,1,4,400,780,3,983,813,1796,1,3,8,1,3,5,2,2,483,0,50,0,0,0,0,0,0
896,4,1936,1950,0,3,3,1,5,285,951,5,951,0,951,1,3,6,0,0,1,1,1,327,0,28,0,0,0,0,0,0
897,5,1979,1979,0,3,0,0,0,0,0,3,1120,1120,2240,2,3,12,0,0,1,1,2,528,154,0,0,0,0,0,0,0
898,9,2009,2010,760,5,5,4,6,2188,2330,5,2364,0,2364,2,5,11,2,4,5,3,3,820,0,67,0,1,1,1,1,1
899,5,1961,1994,0,3,3,1,4,465,912,3,1236,0,1236,1,3,6,1,3,5,1,1,288,0,0,0,0,0,0,0,0
900,4,1971,1971,0,3,3,1,5,322,858,3,858,0,858,1,3,4,0,0,1,1,1,684,0,0,0,0,0,0,0,0
901,5,1957,2000,0,3,3,2,4,860,992,3,1306,0,1306,1,3,5,0,0,1,1,1,756,0,0,0,0,0,0,0,0
902,7,2003,2003,0,4,4,1,1,0,783,5,807,702,1509,2,4,8,1,4,5,3,2,393,0,75,0,0,1,1,0,1
903,7,2006,2006,27,4,4,1,1,0,1670,5,1670,0,1670,2,4,7,1,4,5,2,3,690,144,60,0,0,1,1,0,1
904,5,1967,1967,75,3,3,1,6,599,876,3,902,0,902,1,3,6,0,0,5,1,1,288,0,0,0,0,0,0,0,0
905,5,1954,1954,110,3,3,1,3,354,1056,3,1063,0,1063,1,3,6,0,0,5,2,1,280,0,0,0,0,0,0,1,0
906,8,2006,2006,208,4,4,1,6,63,1623,5,1636,0,1636,2,4,8,1,4,5,2,3,865,0,60,0,0,1,1,1,1
907,7,1936,1987,0,4,4,1,3,223,1017,4,1020,1037,2057,1,4,6,1,4,5,3,1,180,0,0,0,0,0,0,0,0
908,5,1983,1983,0,3,4,3,4,301,864,3,902,0,902,1,3,5,0,0,5,1,2,484,164,0,0,0,0,0,0,0
909,6,2005,2005,0,4,4,1,1,0,742,5,742,742,1484,2,4,8,1,4,5,3,2,390,36,24,0,0,1,1,0,1
910,5,1960,1960,361,3,3,1,3,443,1105,3,1105,1169,2274,2,3,12,0,0,1,1,2,480,0,0,0,0,0,0,0,0
911,5,1977,1989,0,3,4,3,5,196,1268,3,1268,0,1268,1,4,5,0,0,1,1,1,252,173,0,0,0,0,0,0,0
912,5,1925,1950,0,3,3,1,3,489,768,3,1015,0,1015,1,3,6,0,0,1,1,1,450,0,0,0,0,0,0,0,0
913,5,1949,1950,0,3,3,1,4,284,1001,3,1001,1001,2002,2,3,8,0,0,6,1,3,871,0,0,0,0,0,0,0,0
914,6,2009,2009,76,4,4,3,6,294,612,5,612,612,1224,2,4,4,0,0,1,2,2,528,0,234,0,0,1,1,1,1
915,4,1970,1970,80,3,3,1,1,0,546,2,546,546,1092,1,3,6,0,0,5,1,1,286,0,0,0,0,0,0,0,0
916,2,1949,1950,0,3,3,3,4,50,480,3,480,0,480,0,3,4,0,0,1,1,1,308,0,0,0,0,0,0,0,0
917,4,1956,1956,0,3,3,1,5,1059,1134,5,1229,0,1229,1,3,6,0,0,5,2,1,284,0,0,0,0,1,1,0,0
918,7,1991,1991,0,4,5,2,4,48,1104,5,912,1215,2127,2,4,8,1,3,5,2,3,833,72,192,0,0,0,0,0,1
919,6,1958,2002,0,5,4,1,5,528,1184,5,1414,0,1414,1,3,6,1,3,5,1,2,601,0,51,0,0,0,0,0,0
920,6,1994,1994,105,4,4,1,6,814,928,5,936,785,1721,2,4,7,0,0,5,2,2,471,300,87,0,0,0,0,0,1
921,5,1900,2003,0,3,3,1,5,1084,1272,4,1272,928,2200,2,3,9,0,0,0,0,0,0,0,70,0,0,0,0,0,0
922,6,2005,2006,0,4,4,1,6,28,1316,5,1316,0,1316,2,4,6,1,4,5,3,2,397,100,0,0,0,1,1,0,1
923,6,1993,1994,0,4,4,1,2,165,1604,5,1617,0,1617,2,4,5,1,2,5,2,2,533,0,69,0,0,0,0,0,1
924,6,1980,1980,157,3,4,1,4,625,1686,3,1686,0,1686,2,3,7,1,3,5,1,2,612,384,131,0,0,0,0,0,0
925,5,1977,1977,0,3,4,3,5,767,1126,3,1126,0,1126,2,5,6,0,0,5,2,2,540,180,0,0,0,1,1,0,1
926,8,2003,2004,340,4,4,1,1,0,1181,5,1234,1140,2374,2,5,10,1,4,3,3,3,656,104,100,0,1,1,1,0,1
927,7,1968,1968,342,3,3,1,4,552,832,4,1098,880,1978,2,3,9,1,4,5,2,2,486,0,43,0,0,0,0,0,0
928,8,2001,2001,0,4,4,3,1,0,1753,5,1788,0,1788,2,5,7,1,3,5,2,2,522,202,151,0,0,1,1,0,1
929,7,1997,1997,285,3,4,1,1,0,964,4,993,1243,2236,2,4,8,1,3,3,3,2,642,0,0,0,0,0,0,0,1
930,8,2007,2007,0,4,4,3,6,16,1466,5,1466,0,1466,2,4,7,0,0,5,3,3,610,100,18,0,0,1,1,0,1
931,5,1965,1965,0,3,3,1,4,338,925,5,925,0,925,1,3,5,0,0,1,1,1,429,0,0,0,0,1,1,0,0
932,9,2006,2006,302,5,5,1,1,0,1905,5,1905,0,1905,2,5,8,1,4,5,3,3,788,0,191,0,0,1,0,1,1
933,7,2004,2004,210,4,4,3,6,20,1500,5,1500,0,1500,2,4,6,0,0,5,2,2,570,192,36,0,0,1,1,0,1
934,7,1960,2007,0,3,4,4,6,425,585,5,2069,0,2069,2,4,9,1,4,5,2,2,505,0,0,0,0,0,0,0,0
935,4,1926,1953,108,3,2,2,1,0,600,4,747,0,747,1,3,5,0,0,1,1,2,528,0,0,0,0,0,0,0,1
936,7,2003,2003,0,4,4,1,6,833,1176,5,1200,0,1200,2,4,5,0,0,5,2,2,555,0,41,0,0,1,1,0,1
937,7,2005,2005,0,4,4,2,6,341,1113,5,1113,858,1971,2,4,8,1,4,5,2,2,689,0,48,0,0,1,1,0,1
938,7,2006,2006,0,4,4,2,6,464,1391,5,1391,571,1962,2,4,7,0,0,5,2,3,868,0,90,0,0,1,1,0,1
939,7,1940,1950,0,3,3,2,1,0,1032,5,1207,1196,2403,2,3,10,2,3,5,1,1,349,56,0,0,0,0,0,0,0
940,6,1976,1976,0,3,3,4,3,936,1728,3,1728,0,1728,2,3,8,0,0,5,1,2,574,40,0,0,0,0,0,0,0
941,7,1999,1999,298,4,4,1,5,772,992,5,1022,1038,2060,2,4,8,1,3,3,2,2,390,0,0,0,0,1,1,0,1
942,4,1977,1977,0,3,4,4,6,1440,1440,3,1440,0,1440,2,3,8,0,0,0,0,0,0,321,0,0,0,0,0,0,1
943,5,1967,1967,0,3,3,3,1,0,1632,3,1632,0,1632,2,3,8,0,0,5,1,2,576,0,0,0,0,0,0,0,0
944,6,1958,1958,541,3,3,1,6,111,819,4,1344,0,1344,1,4,7,1,4,4,2,2,525,0,118,0,0,0,0,0,0
945,5,1890,1996,0,3,3,1,2,1088,1088,3,1188,561,1869,1,3,7,0,0,1,1,2,456,48,0,0,0,1,1,0,0
946,5,1959,1959,128,3,3,3,5,748,1144,3,1144,0,1144,1,3,6,1,3,5,2,1,796,86,0,0,0,0,0,0,0
947,8,2002,2003,236,4,4,3,6,1300,1616,5,1629,0,1629,2,4,9,1,4,5,3,3,808,0,252,0,0,1,1,0,1
948,7,2002,2002,144,4,4,0,1,0,936,5,936,840,1776,2,4,7,1,3,5,2,2,474,144,96,0,0,1,1,0,1
949,6,1972,2006,0,3,3,1,5,982,1161,3,1381,0,1381,1,4,5,1,3,5,2,2,676,0,0,0,0,0,0,0,0
950,5,1950,2002,0,3,3,1,5,398,864,4,864,0,864,1,4,5,0,0,1,2,2,720,194,0,0,0,1,1,0,0
951,5,1965,1965,0,3,3,1,4,641,828,4,965,0,965,1,3,6,0,0,1,1,1,300,421,0,0,0,1,1,0,0
952,5,1972,2003,0,3,4,3,6,660,768,4,768,0,768,1,3,5,0,0,1,3,1,396,192,0,0,0,0,0,0,0
953,5,1969,1969,232,3,3,3,5,562,784,5,1168,800,1968,2,3,7,1,1,5,2,2,530,305,189,0,0,0,0,0,0
954,6,1975,1975,250,3,4,4,6,945,945,3,980,0,980,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,6,1946,1950,423,3,4,1,3,484,979,3,979,979,1958,2,3,8,0,0,5,1,2,492,0,0,0,0,0,0,0,0
956,6,1980,1980,0,3,4,1,5,285,561,3,561,668,1229,1,3,5,1,3,5,3,2,462,150,0,0,0,0,0,0,0
957,5,1962,1962,0,3,3,1,3,417,1057,3,1057,0,1057,1,3,6,0,0,1,3,2,576,0,0,0,0,0,0,0,0
958,7,2003,2003,0,4,4,2,6,699,1337,5,1337,0,1337,2,4,6,0,0,5,2,2,531,0,39,0,0,1,1,0,1
959,7,1999,1999,0,4,4,1,5,604,696,5,696,720,1416,2,4,6,0,0,1,1,2,484,0,44,0,0,0,0,0,1
960,5,1958,2008,0,3,3,4,4,696,858,4,858,0,858,1,3,4,0,0,0,0,0,0,117,0,0,0,0,0,0,0
961,6,1977,1995,424,3,4,1,5,896,1330,3,1542,1330,2872,2,3,11,1,3,5,3,2,619,550,282,0,0,0,0,0,0
962,6,1976,1976,0,3,4,1,5,556,804,3,804,744,1548,2,4,7,1,3,1,1,2,440,48,0,0,0,0,0,0,0
963,9,2007,2007,0,4,5,1,1,0,1800,5,1800,0,1800,2,5,7,0,0,5,3,2,702,288,136,0,0,1,1,0,1
964,7,2002,2003,44,4,4,1,6,624,817,5,824,1070,1894,2,4,8,1,4,3,3,2,510,0,40,0,0,1,1,0,1
965,6,2005,2007,0,4,4,1,1,0,783,5,783,701,1484,2,4,8,1,4,5,3,2,393,0,72,0,0,1,1,0,1
966,5,1940,1950,0,4,3,1,3,428,728,5,976,332,1308,1,3,7,2,3,1,1,1,256,0,70,0,0,0,0,0,0
967,5,1955,1955,151,3,3,1,5,902,1098,3,1098,0,1098,1,3,6,0,0,5,1,1,260,0,0,0,0,0,0,0,0
968,3,1910,1950,0,3,3,1,1,0,600,2,600,368,968,1,3,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0
969,6,1958,1958,105,3,3,4,5,513,588,3,1095,0,1095,1,3,6,0,0,5,2,1,264,0,0,0,0,0,0,0,0
970,4,1949,1950,0,3,3,1,1,0,720,3,720,472,1192,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,7,2003,2004,106,4,4,1,6,567,764,5,764,862,1626,2,4,6,0,0,3,2,2,474,0,27,0,1,1,0,1,1
972,6,1979,1979,0,3,4,1,1,0,918,3,918,0,918,2,3,5,1,3,5,1,1,264,28,0,0,0,0,0,0,0
973,7,2007,2008,0,4,4,1,1,0,1428,5,1428,0,1428,2,4,6,0,0,5,3,2,480,0,120,0,0,0,0,0,1
974,7,1910,1993,0,3,4,1,1,0,728,3,1136,883,2019,1,4,8,0,0,1,1,2,532,509,135,0,0,0,0,0,0
975,7,2000,2000,0,4,4,1,6,641,673,5,673,709,1382,2,4,6,0,0,1,1,2,490,153,50,0,0,0,0,0,1
976,4,1923,1958,0,3,4,1,1,0,440,3,869,0,869,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
977,7,2006,2007,0,4,4,1,6,1106,1241,5,1241,0,1241,1,4,4,0,0,5,3,2,569,0,116,0,0,1,1,0,1
978,4,1954,1954,0,3,3,1,2,552,894,5,894,0,894,1,3,5,0,0,1,1,2,400,0,0,0,0,0,0,0,0
979,5,1963,1963,0,3,3,1,3,651,1121,3,1121,0,1121,1,3,5,0,0,1,1,2,480,0,80,0,0,1,1,0,1
980,7,1961,2007,210,5,3,3,5,867,944,4,999,0,999,1,5,6,0,0,5,2,2,588,144,76,0,0,0,0,1,0
981,8,1998,1999,975,4,4,1,6,854,1225,5,1276,1336,2612,2,4,8,1,3,5,3,3,676,250,0,1,0,1,1,0,1
982,7,2007,2007,16,4,4,3,1,0,1266,5,1266,0,1266,2,4,6,1,4,5,3,2,388,100,16,0,0,1,1,0,1
983,8,2002,2002,0,4,4,2,1,0,1128,5,1149,1141,2290,2,4,9,1,4,5,1,2,779,0,0,0,0,0,0,0,1
984,5,1977,1977,0,3,0,0,0,0,0,3,1302,432,1734,2,4,8,0,0,5,1,2,539,0,0,0,0,0,0,0,0
985,5,1950,1950,0,3,3,1,5,1040,1164,3,1164,0,1164,1,3,5,0,0,1,1,1,240,0,48,0,0,0,0,0,0
986,6,1910,2003,0,3,3,1,1,0,485,4,1001,634,1635,1,4,5,0,0,5,1,1,255,394,0,0,0,1,1,0,0
987,9,2009,2010,450,5,5,3,6,1646,1930,5,1940,0,1940,2,5,8,1,4,5,3,3,606,168,95,0,1,1,1,1,1
988,6,1976,1976,298,3,3,1,2,156,848,3,1118,912,2030,2,4,8,1,3,5,3,2,551,0,224,0,0,0,0,0,0
989,7,2006,2006,0,4,4,1,1,0,770,5,778,798,1576,2,4,6,0,0,5,2,2,614,0,50,0,0,1,1,0,1
990,8,1997,1998,423,4,4,1,6,1074,1396,5,1407,985,2392,2,4,7,1,3,5,3,3,870,0,70,1,0,1,1,0,1
991,8,1882,1986,0,4,3,1,4,216,916,4,916,826,1742,1,4,8,1,4,5,1,2,424,0,169,0,0,0,0,0,0
992,6,1964,1993,340,3,3,4,4,536,822,4,1020,831,1851,2,4,7,1,2,5,2,2,440,239,42,0,0,0,0,0,0
993,6,2005,2006,0,3,4,1,1,0,750,5,750,750,1500,2,4,6,0,0,5,2,2,564,0,35,0,0,1,1,0,1
994,10,2006,2007,230,5,5,4,6,1172,1700,5,1718,0,1718,2,5,7,1,4,5,3,3,786,216,48,0,1,0,0,1,1
995,4,1946,1950,0,3,3,1,5,384,747,3,774,456,1230,1,3,5,0,0,1,1,1,305,0,57,0,0,0,0,0,0
996,5,1961,1961,0,3,3,1,3,915,1050,3,1050,0,1050,1,3,6,0,0,5,1,1,368,0,319,0,0,0,0,0,0
997,6,1970,1970,571,3,3,1,1,0,1442,3,1442,0,1442,2,3,6,1,3,5,2,2,615,371,0,0,0,0,0,0,0
998,3,1922,1950,0,3,3,1,1,0,1007,2,1077,0,1077,1,3,6,1,4,1,1,1,210,0,100,0,0,0,0,0,0
999,7,2006,2006,24,4,4,3,6,686,1187,5,1208,0,1208,2,4,6,0,0,5,2,2,632,105,61,0,0,1,1,1,1
1000,3,1952,1952,0,3,0,0,0,0,0,2,944,0,944,1,2,4,0,0,1,1,2,528,0,0,0,0,0,0,0,0
1001,5,1920,1950,0,3,2,1,1,0,691,5,691,0,691,1,5,4,0,0,1,1,1,216,0,20,0,0,0,0,0,0
1002,8,2006,2006,53,4,4,1,6,24,1574,5,1574,0,1574,2,4,7,1,4,5,2,3,824,144,104,0,0,1,1,0,1
1003,5,1976,1976,164,3,3,1,1,0,1680,2,1680,0,1680,2,3,8,0,0,1,1,2,528,0,0,0,0,1,1,0,0
