Id,MSSubClass,A,LotFrontage,LotArea,Grvl,Grvl,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Flat,ClyTile,Exterior1st,Exterior2nd,BrkCmn,MasVnrArea,ExterQual,ExterCond,BrkTil,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Floor,HeatingQC,CentralAir,SBrkr,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,None,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TenC
54,20,0,68,50271,0,0,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,0,0,WdShing,Wd Shng,0,0,Gd,TA,0,Ex,TA,Gd,GLQ,1810,Unf,0,32,1842,0,Gd,Y,1,1842,0,0,1842,2,0,0,1,0,1,Gd,5,Typ,1,Gd,Attchd,1981,Fin,3,894,TA,TA,Y,857,72,0,0,0,0,NA,NA,0,0,11,2006,WD,Normal,385000,0
55,80,0,60,7134,0,0,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,0,0,MetalSd,MetalSd,0,0,TA,TA,0,TA,TA,No,ALQ,384,Unf,0,0,384,0,TA,Y,1,1360,0,0,1360,0,0,1,0,3,1,TA,6,Min1,1,TA,Detchd,1962,Unf,2,572,TA,TA,Y,0,50,0,0,0,0,NA,MnPrv,0,0,2,2007,WD,Normal,130000,0
56,20,0,100,10175,0,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,0,0,HdBoard,Plywood,0,272,TA,TA,0,TA,TA,No,BLQ,490,Unf,0,935,1425,0,Gd,Y,1,1425,0,0,1425,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1964,RFn,2,576,TA,TA,Y,0,0,0,407,0,0,NA,NA,0,0,7,2008,WD,Normal,180500,0
57,160,0,24,2645,0,0,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,0,0,MetalSd,MetalSd,0,456,Gd,TA,0,Gd,TA,No,GLQ,649,Unf,0,321,970,0,Ex,Y,1,983,756,0,1739,1,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,1999,Fin,2,480,TA,TA,Y,115,0,0,0,0,0,NA,NA,0,0,8,2009,WD,Abnorml,172500,0
58,60,0,89,11645,0,0,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,0,0,VinylSd,VinylSd,0,0,Gd,TA,0,Gd,TA,No,Unf,0,Unf,0,860,860,0,Ex,Y,1,860,860,0,1720,0,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,2004,RFn,2,565,TA,TA,Y,0,70,0,0,0,0,NA,NA,0,0,8,2006,WD,Normal,196500,0
59,60,0,66,13682,0,0,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,0,0,VinylSd,VinylSd,0,1031,Ex,TA,0,Ex,TA,Gd,Unf,0,Unf,0,1410,1410,0,Ex,Y,1,1426,1519,0,2945,0,0,3,1,3,1,Gd,10,Typ,1,Gd,BuiltIn,2006,Fin,3,641,TA,TA,Y,192,0,37,0,0,0,NA,NA,0,0,10,2006,New,Partial,438780,0
60,20,0,60,7200,0,0,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,0,0,HdBoard,HdBoard,0,0,TA,TA,0,TA,TA,Av,ALQ,632,Unf,0,148,780,0,Ex,Y,1,780,0,0,780,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1973,Unf,1,352,TA,TA,Y,196,0,0,0,0,0,NA,MnPrv,0,0,1,2008,WD,Normal,124900,0
61,20,0,63,13072,0,0,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,0,0,VinylSd,VinylSd,0,0,TA,TA,0,Gd,TA,No,ALQ,941,Unf,0,217,1158,0,Ex,Y,1,1158,0,0,1158,1,0,1,1,3,1,Gd,5,Typ,0,NA,Detchd,2006,Unf,2,576,TA,TA,Y,0,50,0,0,0,0,NA,NA,0,0,5,2006,New,Partial,158000,0
62,75,0,60,7200,0,0,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,0,0,MetalSd,MetalSd,0,0,TA,TA,1,TA,Fa,No,Unf,0,Unf,0,530,530,0,TA,N,1,581,530,0,1111,0,0,1,0,3,1,Fa,6,Typ,0,NA,Detchd,1935,Unf,1,288,TA,TA,N,0,0,144,0,0,0,NA,NA,0,0,3,2007,WD,Normal,101000,0
63,120,0,44,6442,0,0,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,0,0,VinylSd,VinylSd,0,178,Gd,TA,0,Gd,Gd,Mn,GLQ,24,Unf,0,1346,1370,0,Ex,Y,1,1370,0,0,1370,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006,RFn,2,484,TA,TA,Y,120,49,0,0,0,0,NA,NA,0,0,10,2007,WD,Normal,202500,0
64,70,0,50,10300,0,0,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,0,0,Stucco,Stucco,0,0,TA,TA,1,TA,TA,No,Unf,0,Unf,0,576,576,0,Gd,Y,1,902,808,0,1710,0,0,2,0,3,1,TA,9,Typ,0,NA,Detchd,1990,Unf,2,480,TA,TA,Y,12,11,64,0,0,0,NA,GdPrv,0,0,4,2010,WD,Normal,140000,0
65,60,0,NA,9375,0,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,0,0,VinylSd,VinylSd,0,573,TA,TA,0,Gd,TA,No,GLQ,739,Unf,0,318,1057,0,Ex,Y,1,1057,977,0,2034,1,0,2,1,3,1,Gd,8,Typ,0,NA,Attchd,1998,RFn,2,645,TA,TA,Y,576,36,0,0,0,0,NA,GdPrv,0,0,2,2009,WD,Normal,219500,0
66,60,0,76,9591,0,0,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,0,0,VinylSd,VinylSd,0,344,Gd,TA,0,Ex,TA,Av,Unf,0,Unf,0,1143,1143,0,Ex,Y,1,1143,1330,0,2473,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2004,RFn,3,852,TA,TA,Y,192,151,0,0,0,0,NA,NA,0,0,10,2007,WD,Normal,317000,0
67,20,0,NA,19900,0,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,0,0,Plywood,Plywood,0,287,TA,TA,0,Gd,TA,Gd,GLQ,912,Unf,0,1035,1947,0,TA,Y,1,2207,0,0,2207,1,0,2,0,3,1,TA,7,Min1,1,Gd,Attchd,1970,RFn,2,576,TA,TA,Y,301,0,0,0,0,0,NA,NA,0,0,7,2010,WD,Normal,180000,0
68,20,0,72,10665,0,0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,0,0,VinylSd,VinylSd,0,167,Gd,TA,0,Gd,TA,Av,GLQ,1013,Unf,0,440,1453,0,Ex,Y,1,1479,0,0,1479,1,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2003,RFn,2,558,TA,TA,Y,144,29,0,0,0,0,NA,NA,0,0,6,2007,WD,Normal,226000,0
69,30,0,47,4608,0,0,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,0,0,MetalSd,MetalSd,0,0,TA,Gd,0,TA,TA,No,Unf,0,Unf,0,747,747,0,TA,Y,1,747,0,0,747,0,0,1,0,2,1,TA,4,Typ,0,NA,Attchd,1945,Unf,1,220,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,0,6,2010,WD,Normal,80000,0
70,50,0,81,15593,0,0,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,0,0,BrkFace,AsbShng,0,0,Gd,TA,0,TA,TA,No,BLQ,603,Unf,0,701,1304,0,TA,Y,1,1304,983,0,2287,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1953,Fin,2,667,TA,TA,Y,0,21,114,0,0,0,NA,NA,0,0,7,2006,WD,Normal,225000,0
71,20,0,95,13651,0,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,0,0,Plywood,Plywood,0,1115,TA,Gd,0,Gd,TA,Gd,ALQ,1880,Unf,0,343,2223,0,Ex,Y,1,2223,0,0,2223,1,0,2,0,3,1,TA,8,Typ,2,Gd,Attchd,1973,Fin,2,516,TA,TA,Y,300,0,0,0,0,0,NA,NA,0,0,2,2007,WD,Normal,244000,0
72,20,0,69,7599,0,0,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,0,0,HdBoard,Plywood,0,0,TA,TA,0,TA,TA,No,ALQ,565,Unf,0,280,845,0,TA,Y,1,845,0,0,845,1,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1987,Unf,2,360,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,0,6,2007,WD,Normal,129500,0
73,60,0,74,10141,0,0,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,0,0,VinylSd,VinylSd,0,40,TA,TA,0,Gd,TA,No,Unf,0,Unf,0,832,832,0,Gd,Y,1,885,833,0,1718,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1998,Fin,2,427,TA,TA,Y,0,94,0,0,291,0,NA,NA,0,0,12,2009,WD,Normal,185000,0
74,20,0,85,10200,0,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,0,0,Wd Sdng,Wd Sdng,0,104,TA,TA,0,TA,TA,No,ALQ,320,BLQ,362,404,1086,0,Gd,Y,1,1086,0,0,1086,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1989,Unf,2,490,TA,TA,Y,0,0,0,0,0,0,NA,GdWo,0,0,5,2010,WD,Normal,144900,0
75,50,0,60,5790,0,0,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,0,0,VinylSd,VinylSd,0,0,Gd,Gd,0,Fa,TA,No,Unf,0,Unf,0,840,840,0,Gd,N,1,840,765,0,1605,0,0,2,0,3,2,TA,8,Typ,0,NA,Detchd,1915,Unf,1,379,TA,TA,Y,0,0,202,0,0,0,NA,NA,0,0,5,2010,WD,Normal,107400,0
76,180,0,21,1596,0,0,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,0,0,CemntBd,CmentBd,0,0,TA,TA,0,Gd,TA,Gd,GLQ,462,Unf,0,0,462,0,TA,Y,1,526,462,0,988,1,0,1,0,2,1,TA,5,Typ,0,NA,BuiltIn,1973,Unf,1,297,TA,TA,Y,120,101,0,0,0,0,NA,GdWo,0,0,11,2009,WD,Normal,91000,0
77,20,0,NA,8475,0,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,0,0,VinylSd,VinylSd,0,0,TA,TA,0,TA,TA,No,ALQ,228,Unf,0,724,952,0,Ex,Y,0,952,0,0,952,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1956,Unf,1,283,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,0,4,2008,WD,Normal,135750,0
78,50,0,50,8635,0,0,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,0,0,Wd Sdng,Wd Sdng,0,0,TA,TA,0,TA,TA,No,BLQ,336,GLQ,41,295,672,0,TA,Y,1,1072,213,0,1285,1,0,1,0,2,1,TA,6,Min1,0,NA,Detchd,1948,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,0,0,1,2008,WD,Normal,127000,0
79,90,0,72,10778,0,0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,0,0,HdBoard,HdBoard,0,0,TA,TA,0,TA,TA,No,Unf,0,Unf,0,1768,1768,0,TA,N,1,1768,0,0,1768,0,0,2,0,4,2,TA,8,Typ,0,NA,NA,NA,NA,0,0,NA,NA,Y,0,0,0,0,0,0,NA,NA,0,0,4,2010,WD,Normal,136500,0
80,50,0,60,10440,0,1,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,0,0,Wd Sdng,Wd Sdng,0,0,TA,TA,0,TA,TA,No,Unf,0,Unf,0,440,440,0,Gd,Y,1,682,548,0,1230,0,0,1,1,2,1,TA,5,Typ,0,NA,Detchd,1966,Unf,2,440,TA,TA,Y,74,0,128,0,0,0,NA,MnPrv,0,0,5,2009,WD,Normal,110000,0
81,60,0,100,13000,0,0,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,0,0,VinylSd,VinylSd,0,576,TA,Gd,0,Gd,TA,No,Rec,448,Unf,0,448,896,0,TA,Y,1,1182,960,0,2142,0,0,2,1,4,1,Gd,8,Typ,1,Gd,Attchd,1968,Fin,1,509,TA,TA,Y,0,72,0,0,252,0,NA,NA,0,0,6,2009,WD,Normal,193500,0
82,120,0,32,4500,0,0,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,0,0,VinylSd,VinylSd,0,443,TA,Gd,0,Ex,Gd,No,GLQ,1201,Unf,0,36,1237,0,Ex,Y,1,1337,0,0,1337,1,0,2,0,2,1,TA,5,Typ,0,NA,Attchd,1998,Fin,2,405,TA,TA,Y,0,199,0,0,0,0,NA,NA,0,0,3,2006,WD,Normal,153500,0
83,20,0,78,10206,0,0,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,0,0,VinylSd,VinylSd,0,468,TA,TA,0,Gd,TA,No,GLQ,33,Unf,0,1530,1563,0,Ex,Y,1,1563,0,0,1563,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007,RFn,3,758,TA,TA,Y,144,99,0,0,0,0,NA,NA,0,0,10,2008,WD,Normal,245000,0
84,20,0,80,8892,0,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,0,0,MetalSd,MetalSd,1,66,TA,TA,0,TA,TA,No,Unf,0,Unf,0,1065,1065,0,Gd,Y,1,1065,0,0,1065,0,0,1,1,3,1,TA,6,Typ,0,NA,Detchd,1974,Unf,2,461,TA,TA,Y,74,0,0,0,0,0,NA,NA,0,0,7,2007,COD,Normal,126500,0
85,80,0,NA,8530,0,0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,0,0,HdBoard,HdBoard,0,22,TA,TA,0,Gd,TA,No,Unf,0,Unf,0,384,384,0,Gd,Y,1,804,670,0,1474,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1995,Fin,2,400,TA,TA,Y,120,72,0,0,0,0,NA,NA,0,700,5,2009,WD,Normal,168500,0
86,60,0,121,16059,0,0,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,0,0,HdBoard,HdBoard,0,284,Gd,TA,0,Gd,TA,No,Unf,0,Unf,0,1288,1288,0,Ex,Y,1,1301,1116,0,2417,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1991,Unf,2,462,TA,TA,Y,127,82,0,0,0,0,NA,NA,0,0,4,2006,WD,Normal,260000,0
87,60,0,122,11911,0,0,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,0,0,VinylSd,VinylSd,0,0,Gd,TA,0,Gd,TA,Av,Unf,0,Unf,0,684,684,0,Ex,Y,1,684,876,0,1560,0,0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,2005,Fin,2,400,TA,TA,Y,100,38,0,0,0,0,NA,NA,0,0,3,2009,WD,Normal,174000,0
88,160,0,40,3951,0,0,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,0,0,VinylSd,VinylSd,0,76,Gd,TA,0,Gd,TA,Av,Unf,0,Unf,0,612,612,0,Ex,Y,1,612,612,0,1224,0,0,2,1,2,1,Gd,4,Typ,0,NA,Detchd,2009,RFn,2,528,TA,TA,Y,0,234,0,0,0,0,NA,NA,0,0,6,2009,New,Partial,164500,0
89,50,0,105,8470,0,0,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,0,0,Plywood,Plywood,0,0,Fa,Fa,0,TA,Fa,No,Unf,0,Unf,0,1013,1013,0,TA,N,1,1013,0,513,1526,0,0,1,0,2,1,Fa,6,Typ,0,NA,NA,NA,NA,0,0,NA,NA,N,0,0,156,0,0,0,NA,MnPrv,0,0,10,2009,ConLD,Abnorml,85000,0
90,20,0,60,8070,0,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,0,0,VinylSd,VinylSd,0,0,TA,TA,0,Gd,TA,No,GLQ,588,Unf,0,402,990,0,Ex,Y,1,990,0,0,990,1,0,1,0,3,1,TA,5,Typ,0,NA,NA,NA,NA,0,0,NA,NA,Y,0,0,0,0,0,0,NA,NA,0,0,8,2007,WD,Normal,123600,0
91,20,0,60,7200,0,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,0,0,BrkFace,Wd Sdng,0,0,TA,TA,0,NA,NA,NA,NA,0,NA,0,0,0,0,TA,Y,0,1040,0,0,1040,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1950,Unf,2,420,TA,TA,Y,0,29,0,0,0,0,NA,NA,0,0,7,2006,WD,Normal,109900,0
92,20,0,85,8500,0,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,1961,0,0,HdBoard,HdBoard,1,203,TA,TA,0,TA,TA,No,Rec,600,Unf,0,635,1235,0,TA,Y,1,1235,0,0,1235,0,0,1,0,2,1,TA,6,Typ,0,NA,Attchd,1961,Unf,2,480,TA,TA,Y,0,0,0,0,0,0,NA,GdWo,0,0,12,2006,WD,Abnorml,98600,0
93,30,0,80,13360,0,1,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,0,0,Wd Sdng,Wd Sdng,0,0,TA,Gd,1,Gd,TA,No,ALQ,713,Unf,0,163,876,0,Ex,Y,1,964,0,0,964,1,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1921,Unf,2,432,TA,TA,Y,0,0,44,0,0,0,NA,NA,0,0,8,2009,WD,Normal,163500,0
94,190,0,60,7200,0,0,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,1998,0,0,MetalSd,MetalSd,0,0,TA,TA,1,TA,Fa,Mn,Rec,1046,Unf,0,168,1214,0,Ex,N,1,1260,1031,0,2291,0,1,2,0,4,2,TA,9,Typ,1,Gd,Detchd,1900,Unf,2,506,TA,TA,Y,0,0,0,0,99,0,NA,NA,0,0,11,2007,WD,Normal,133900,0
95,60,0,69,9337,0,0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,0,0,VinylSd,VinylSd,0,0,TA,Gd,0,Gd,TA,No,GLQ,648,Unf,0,176,824,0,Ex,Y,1,905,881,0,1786,1,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,1997,RFn,2,684,TA,TA,Y,0,162,0,0,0,0,NA,NA,0,0,5,2007,WD,Normal,204750,0
96,60,0,NA,9765,0,0,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,1993,0,0,VinylSd,VinylSd,0,68,Ex,Gd,0,Gd,Gd,No,ALQ,310,Unf,0,370,680,0,Gd,Y,1,680,790,0,1470,0,0,2,1,3,1,TA,6,Typ,1,TA,BuiltIn,1993,Fin,2,420,TA,TA,Y,232,63,0,0,0,0,NA,NA,0,480,4,2009,WD,Normal,185000,0
97,20,0,78,10264,0,0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,0,0,VinylSd,VinylSd,0,183,Gd,TA,0,Gd,TA,Av,ALQ,1162,Unf,0,426,1588,0,Ex,Y,1,1588,0,0,1588,0,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,1999,RFn,2,472,TA,TA,Y,158,29,0,0,0,0,NA,NA,0,0,8,2006,WD,Normal,214000,0
98,20,0,73,10921,0,0,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,1965,0,0,HdBoard,HdBoard,0,48,TA,TA,0,TA,TA,No,Rec,520,Unf,0,440,960,0,TA,Y,0,960,0,0,960,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1965,Fin,1,432,TA,TA,P,120,0,0,0,0,0,NA,NA,0,0,5,2007,WD,Normal,94750,0
99,30,0,85,10625,0,0,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,1950,0,0,Wd Sdng,Wd Sdng,0,0,TA,TA,1,TA,TA,No,ALQ,108,Unf,0,350,458,0,Fa,N,1,835,0,0,835,0,0,1,0,2,1,TA,5,Typ,0,NA,Basment,1920,Unf,1,366,Fa,TA,Y,0,0,77,0,0,0,NA,NA,0,400,5,2010,COD,Abnorml,83000,0
100,20,0,77,9320,0,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1959,1959,0,0,Plywood,Plywood,0,0,TA,TA,0,TA,TA,No,ALQ,569,Unf,0,381,950,0,Fa,Y,1,1225,0,0,1225,1,0,1,1,3,1,TA,6,Typ,0,NA,NA,NA,NA,0,0,NA,NA,Y,352,0,0,0,0,0,NA,NA,0,400,1,2010,WD,Normal,128950,0
101,20,0,NA,10603,0,0,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2001,0,0,Plywood,Plywood,0,28,TA,TA,0,TA,TA,Mn,ALQ,1200,Unf,0,410,1610,0,Gd,Y,1,1610,0,0,1610,1,0,2,0,3,1,Gd,6,Typ,2,TA,Attchd,1977,RFn,2,480,TA,TA,Y,168,68,0,0,0,0,NA,NA,0,0,2,2010,WD,Normal,205000,0
102,60,0,77,9206,0,0,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1985,1985,0,0,HdBoard,HdBoard,0,336,Gd,TA,0,Gd,TA,No,Unf,0,Unf,0,741,741,0,TA,Y,1,977,755,0,1732,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1985,Fin,2,476,TA,TA,Y,192,46,0,0,0,0,NA,NA,0,0,6,2010,WD,Normal,178000,0
103,90,0,64,7018,0,0,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,0,0,HdBoard,HdBoard,0,0,TA,Fa,0,NA,NA,NA,NA,0,NA,0,0,0,0,TA,Y,1,1535,0,0,1535,0,0,2,0,4,2,TA,8,Typ,0,NA,Attchd,1979,Unf,2,410,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,0,6,2009,WD,Alloca,118964,0
104,20,0,94,10402,0,0,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2009,2009,0,0,VinylSd,VinylSd,0,0,TA,TA,0,Gd,TA,No,Unf,0,Unf,0,1226,1226,0,Ex,Y,1,1226,0,0,1226,0,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,2009,RFn,3,740,TA,TA,Y,0,36,0,0,0,0,NA,NA,0,0,5,2010,WD,Normal,198900,0
105,50,0,NA,7758,0,0,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,1931,1950,0,0,Stucco,Stucco,0,600,TA,Fa,0,TA,TA,No,LwQ,224,Unf,0,816,1040,0,Ex,Y,0,1226,592,0,1818,0,0,1,1,4,1,TA,7,Typ,2,TA,Detchd,1951,Unf,1,240,TA,TA,Y,0,0,0,0,184,0,NA,NA,0,0,6,2007,WD,Normal,169500,0
106,60,0,75,9375,0,0,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,2004,0,0,VinylSd,VinylSd,0,768,Gd,TA,0,Ex,TA,No,Unf,0,Unf,0,1053,1053,0,Ex,Y,1,1053,939,0,1992,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2003,RFn,2,648,TA,TA,Y,140,45,0,0,0,0,NA,NA,0,0,8,2008,WD,Normal,250000,0
107,30,0,60,10800,0,1,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1885,1995,0,0,VinylSd,VinylSd,0,0,TA,TA,1,Fa,TA,No,Unf,0,Unf,0,641,641,0,Gd,Y,1,1047,0,0,1047,0,0,1,0,2,1,TA,6,Typ,0,NA,Detchd,1954,Unf,1,273,Fa,Fa,N,0,0,0,0,0,0,NA,NA,0,450,8,2007,WD,Normal,100000,0
108,20,0,50,6000,0,0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1948,1950,0,0,VinylSd,VinylSd,0,0,TA,TA,0,TA,TA,No,ALQ,104,BLQ,169,516,789,0,Ex,Y,1,789,0,0,789,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1948,Unf,1,250,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,0,4,2008,WD,Partial,115000,0
109,50,0,85,8500,0,0,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1919,2005,0,0,CemntBd,CmentBd,0,0,TA,TA,0,TA,TA,No,Unf,0,Unf,0,793,793,0,TA,N,0,997,520,0,1517,0,0,2,0,3,1,Fa,7,Typ,0,NA,NA,NA,NA,0,0,NA,NA,N,0,0,144,0,0,0,NA,NA,0,0,8,2007,WD,Normal,115000,0
